Sum of AGE,Sum of Inventory LBS,Sum of Inventory Pallets,ITEM_NUMBER,LOT_NO,QC_GRADE,PRODUCTION_PLANT,SPEC,WHSE_CODE,SUBLOT_NO,ALLOCATED_ORDER_NUM,JOINER
41,2755.75,1,310726,1022511159,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300981753,233244-1-1-101,WA007310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022511159300981753
41,2755.75,1,310726,1022511159,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300981754,233244-1-1-101,WA007310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022511159300981754
41,2755.75,1,310726,1022511159,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300981756,233244-1-1-101,WA007310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022511159300981756
41,2755.75,1,310726,1022511159,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300981849,233244-1-1-101,WA007310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022511159300981849
41,2755.75,1,310726,1022511159,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300981850,233244-1-1-101,WA007310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022511159300981850
41,2755.75,1,310726,1022511159,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300981851,233244-1-1-101,WA007310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E1022511159300981851
41,2198,1,310774,1002511101,102,WA001,9999A,WA001,300980809,,WA001310774WA0011029999A1002511101300980809
41,2198,1,310774,1002511101,102,WA001,9999A,WA001,300980813,,WA001310774WA0011029999A1002511101300980813
41,2201,1,310774,1002511101,102,WA001,9999A,WA001,300980814,,WA001310774WA0011029999A1002511101300980814
41,2199,1,310774,1002511101,102,WA001,9999A,WA001,300980818,,WA001310774WA0011029999A1002511101300980818
41,2199,1,310774,1002511101,102,WA001,9999A,WA001,300980819,,WA001310774WA0011029999A1002511101300980819
41,2201,1,310774,1002511101,102,WA001,9999A,WA001,300980820,,WA001310774WA0011029999A1002511101300980820
41,2198,1,310774,1002511101,102,WA001,9999A,WA001,300980821,,WA001310774WA0011029999A1002511101300980821
41,2198,1,310774,1002511101,102,WA001,9999A,WA001,300980822,,WA001310774WA0011029999A1002511101300980822
41,2202,1,310774,1002511102,102,WA001,9999A,WA001,300980845,,WA001310774WA0011029999A1002511102300980845
41,2198,1,310774,1002511102,102,WA001,9999A,WA001,300980846,,WA001310774WA0011029999A1002511102300980846
41,2199,1,310774,1002511102,102,WA001,9999A,WA001,300980847,,WA001310774WA0011029999A1002511102300980847
41,2201,1,310774,1002511102,102,WA001,9999A,WA001,300980868,,WA001310774WA0011029999A1002511102300980868
41,2200,1,310774,1002511102,102,WA001,9999A,WA001,300980879,,WA001310774WA0011029999A1002511102300980879
41,2198,1,310774,1002511102,102,WA001,9999A,WA001,300980891,,WA001310774WA0011029999A1002511102300980891
41,2198,1,310774,1002511102,102,WA001,9999A,WA001,300980893,,WA001310774WA0011029999A1002511102300980893
41,2199,1,310774,1002511102,102,WA001,9999A,WA001,300980898,,WA001310774WA0011029999A1002511102300980898
41,2205,1,310774,1002511103,102,WA001,9999A,WA001,300980965,,WA001310774WA0011029999A1002511103300980965
41,2200,1,310774,1002511103,102,WA001,9999A,WA001,300980975,,WA001310774WA0011029999A1002511103300980975
41,2201,1,310774,1002511103,102,WA001,9999A,WA001,300980995,,WA001310774WA0011029999A1002511103300980995
41,2202,1,310774,1002511103,102,WA001,9999A,WA001,300981005,,WA001310774WA0011029999A1002511103300981005
41,2204,1,310774,1002511103,102,WA001,9999A,WA001,300981024,,WA001310774WA0011029999A1002511103300981024
41,2207,1,310774,1002511103,102,WA001,9999A,WA001,300981031,,WA001310774WA0011029999A1002511103300981031
41,2205,1,310774,1002511103,102,WA001,9999A,WA001,300981041,,WA001310774WA0011029999A1002511103300981041
41,2200,1,310774,1002511103,102,WA001,9999A,WA001,300981046,,WA001310774WA0011029999A1002511103300981046
41,2200,1,310774,1002511104,102,WA001,9999A,WA001,300981081,,WA001310774WA0011029999A1002511104300981081
41,2198,1,310774,1002511104,102,WA001,9999A,WA001,300981089,,WA001310774WA0011029999A1002511104300981089
41,2199,1,310774,1002511104,102,WA001,9999A,WA001,300981105,,WA001310774WA0011029999A1002511104300981105
41,2205,1,310774,1002511104,102,WA001,9999A,WA001,300981114,,WA001310774WA0011029999A1002511104300981114
41,2205,1,310774,1002511104,102,WA001,9999A,WA001,300981126,,WA001310774WA0011029999A1002511104300981126
41,2203,1,310774,1002511104,102,WA001,9999A,WA001,300981129,,WA001310774WA0011029999A1002511104300981129
41,2206,1,310774,1002511104,102,WA001,9999A,WA001,300981146,,WA001310774WA0011029999A1002511104300981146
41,2198,1,310774,1002511104,102,WA001,9999A,WA001,300981155,,WA001310774WA0011029999A1002511104300981155
42,2755.75,1,310015,1052511001,101,ID002,3117A-3123A-9999A-9999E,TX001,300978791,232630-1-2-109,TX001310015ID0021013117A-3123A-9999A-9999E1052511001300978791
42,2755.75,1,310015,1052511003,101,ID002,3117A-3123A-9999A-9999E,TX001,300979032,232630-1-3-111,TX001310015ID0021013117A-3123A-9999A-9999E1052511003300979032
42,2755.75,1,310015,1052511003,101,ID002,3117A-3123A-9999A-9999E,TX001,300979033,232630-1-3-111,TX001310015ID0021013117A-3123A-9999A-9999E1052511003300979033
42,2755.75,1,310015,1052511004,101,ID002,3117A-3123A-9999A-9999E,TX001,300979048,232630-1-3-111,TX001310015ID0021013117A-3123A-9999A-9999E1052511004300979048
42,2755.75,1,310015,1052511004,101,ID002,3117A-3123A-9999A-9999E,TX001,300979050,232630-1-3-111,TX001310015ID0021013117A-3123A-9999A-9999E1052511004300979050
42,2755.75,1,310015,1052511004,101,ID002,3117A-3123A-9999A-9999E,TX001,300979051,232630-1-3-111,TX001310015ID0021013117A-3123A-9999A-9999E1052511004300979051
42,2755.75,1,310015,1052511004,101,ID002,3117A-3123A-9999A-9999E,TX001,300979052,232630-1-3-111,TX001310015ID0021013117A-3123A-9999A-9999E1052511004300979052
42,2755.75,1,310015,1052511004,101,ID002,3117A-3123A-9999A-9999E,TX001,300979099,232630-1-3-111,TX001310015ID0021013117A-3123A-9999A-9999E1052511004300979099
42,2755.75,1,310015,1052511004,101,ID002,3117A-3123A-9999A-9999E,TX001,300979100,232630-1-3-111,TX001310015ID0021013117A-3123A-9999A-9999E1052511004300979100
42,2755.75,1,310015,1052511004,101,ID002,3117A-3123A-9999A-9999E,TX001,300979102,232630-1-3-111,TX001310015ID0021013117A-3123A-9999A-9999E1052511004300979102
42,2755.75,1,310015,1052511004,101,ID002,3117A-3123A-9999A-9999E,TX001,300979103,232630-1-3-111,TX001310015ID0021013117A-3123A-9999A-9999E1052511004300979103
42,2755.75,1,310015,1052511009,101,ID002,3117A-3123A-3132A-9999A,TX001,300979395,233492-1-1-104,TX001310015ID0021013117A-3123A-3132A-9999A1052511009300979395
42,2755.75,1,310015,1052511009,101,ID002,3117A-3123A-3132A-9999A,TX001,300979396,233492-1-1-104,TX001310015ID0021013117A-3123A-3132A-9999A1052511009300979396
42,2755.75,1,310015,1052511009,101,ID002,3117A-3123A-3132A-9999A,TX001,300979397,233492-1-1-104,TX001310015ID0021013117A-3123A-3132A-9999A1052511009300979397
42,2755.75,1,310015,1052511009,101,ID002,3117A-3123A-3132A-9999A,TX001,300979398,233492-1-1-104,TX001310015ID0021013117A-3123A-3132A-9999A1052511009300979398
42,2755.75,1,310015,1052511009,101,ID002,3117A-3123A-3132A-9999A,TX001,300979453,233492-1-1-104,TX001310015ID0021013117A-3123A-3132A-9999A1052511009300979453
42,2755.75,1,310015,1052511009,101,ID002,3117A-3123A-3132A-9999A,TX001,300979454,233492-1-1-104,TX001310015ID0021013117A-3123A-3132A-9999A1052511009300979454
42,2755.75,1,310015,1052511009,101,ID002,3117A-3123A-3132A-9999A,TX001,300979455,233492-1-1-104,TX001310015ID0021013117A-3123A-3132A-9999A1052511009300979455
42,2755.75,1,310015,1052511009,101,ID002,3117A-3123A-3132A-9999A,TX001,300979456,233492-1-1-104,TX001310015ID0021013117A-3123A-3132A-9999A1052511009300979456
42,2755.75,1,310015,1052511010,101,ID002,3117A-3123A-3132A-9999A,TX001,300979473,233492-1-1-104,TX001310015ID0021013117A-3123A-3132A-9999A1052511010300979473
42,2755.75,1,310015,1052511010,101,ID002,3117A-3123A-3132A-9999A,TX001,300979474,233492-1-1-104,TX001310015ID0021013117A-3123A-3132A-9999A1052511010300979474
42,2755.75,1,310015,1052511010,101,ID002,3117A-3123A-3132A-9999A,TX001,300979475,233492-1-1-104,TX001310015ID0021013117A-3123A-3132A-9999A1052511010300979475
42,2755.75,1,310015,1052511011,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300979505,232630-1-3-111,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052511011300979505
42,2755.75,1,310015,1052511011,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300979506,232630-1-3-111,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052511011300979506
42,2755.75,1,310015,1052511011,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300979508,232630-1-3-111,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052511011300979508
42,2755.75,1,310015,1052511011,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300979526,232630-1-3-111,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052511011300979526
42,2755.75,1,310015,1052511011,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300979527,232630-1-3-111,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052511011300979527
42,2755.75,1,310015,1052511011,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300979528,232630-1-3-111,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052511011300979528
42,2755.75,1,310015,1052511011,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300979529,232630-1-3-111,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052511011300979529
42,2755.75,1,310015,1052511012,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300979581,232630-1-3-111,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052511012300979581
42,2755.75,1,310015,1052511012,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300979582,232630-1-3-111,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052511012300979582
42,2755.75,1,310015,1052511012,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300979583,232630-1-3-111,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052511012300979583
42,2755.75,1,310015,1052511012,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300979584,232630-1-3-111,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052511012300979584
42,2755.75,1,310015,1052511015,101,ID002,3117A-3123A-9999A-9999E,TX001,300979737,233089-1-3-112,TX001310015ID0021013117A-3123A-9999A-9999E1052511015300979737
42,2755.75,1,310015,1052511015,101,ID002,3117A-3123A-9999A-9999E,TX001,300979738,233089-1-3-112,TX001310015ID0021013117A-3123A-9999A-9999E1052511015300979738
42,2755.75,1,310015,1052511015,101,ID002,3117A-3123A-9999A-9999E,TX001,300979739,233089-1-3-112,TX001310015ID0021013117A-3123A-9999A-9999E1052511015300979739
42,2755.75,1,310015,1052511015,101,ID002,3117A-3123A-9999A-9999E,TX001,300979740,233089-1-3-112,TX001310015ID0021013117A-3123A-9999A-9999E1052511015300979740
42,2755.75,1,310015,1052511015,101,ID002,3117A-3123A-9999A-9999E,TX001,300979741,233089-1-3-112,TX001310015ID0021013117A-3123A-9999A-9999E1052511015300979741
42,2755.75,1,310015,1052511015,101,ID002,3117A-3123A-9999A-9999E,TX001,300979742,233089-1-3-112,TX001310015ID0021013117A-3123A-9999A-9999E1052511015300979742
42,2755.75,1,310015,1052511015,101,ID002,3117A-3123A-9999A-9999E,TX001,300979743,233089-1-3-112,TX001310015ID0021013117A-3123A-9999A-9999E1052511015300979743
42,2084,1,310086,1052511031,101,ID002,3139A-3140A-9999A,ID010,300978455,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052511031300978455
42,2009,1,310086,1052511031,101,ID002,3139A-3140A-9999A,ID010,300978456,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052511031300978456
42,2134,1,310086,1052511031,101,ID002,3139A-3140A-9999A,ID010,300978457,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052511031300978457
42,2044,1,310086,1052511031,101,ID002,3139A-3140A-9999A,ID010,300978458,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052511031300978458
42,2067,1,310086,1052511031,101,ID002,3139A-3140A-9999A,ID010,300978552,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052511031300978552
42,2086,1,310086,1052511031,101,ID002,3139A-3140A-9999A,ID010,300978555,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052511031300978555
42,2176,1,310086,1052511032,101,ID002,3139A-3140A-9999A,ID010,300978559,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052511032300978559
42,2014,1,310086,1052511032,101,ID002,3139A-3140A-9999A,ID010,300978567,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052511032300978567
42,2109,1,310086,1052511032,101,ID002,3139A-3140A-9999A,ID010,300978568,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052511032300978568
42,2063,1,310086,1052511032,101,ID002,3139A-3140A-9999A,ID010,300978569,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052511032300978569
42,2092,1,310086,1052511032,101,ID002,3139A-3140A-9999A,ID010,300978570,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052511032300978570
42,2014,1,310086,1052511032,101,ID002,3139A-3140A-9999A,ID010,300978571,,ID010310086ID0021013139A-3140A-9999A1052511032300978571
42,2084,1,310086,1052511032,101,ID002,3139A-3140A-9999A,ID010,300978592,,ID010310086ID0021013139A-3140A-9999A1052511032300978592
42,1997,1,310086,1052511032,101,ID002,3139A-3140A-9999A,ID010,300978593,,ID010310086ID0021013139A-3140A-9999A1052511032300978593
42,55.115,0,310724,1012511014,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,300979551,,WA007310724WA0021013040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E1012511014300979551
42,55.115,0,310726,1022511052,101,WA003,3002A-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300979732,,WA007310726WA0031013002A-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022511052300979732
43,2755.75,1,310015,1052510910,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300978014,232630-1-2-109,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052510910300978014
43,2755.75,1,310015,1052510910,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300978215,232630-1-2-109,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052510910300978215
43,2755.75,1,310015,1052510910,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300978216,232630-1-2-109,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052510910300978216
43,2755.75,1,310015,1052510910,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300978217,232630-1-2-109,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052510910300978217
43,2755.75,1,310015,1052510910,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300978218,232630-1-2-109,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052510910300978218
43,2755.75,1,310015,1052510910,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300978219,232630-1-2-109,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052510910300978219
43,2755.75,1,310015,1052510910,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300978220,232630-1-2-109,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052510910300978220
43,2755.75,1,310015,1052510911,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300978607,232630-1-2-109,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052510911300978607
43,2755.75,1,310015,1052510911,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300978608,232630-1-2-109,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052510911300978608
43,2755.75,1,310015,1052510911,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300978609,232630-1-2-109,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052510911300978609
43,2755.75,1,310015,1052510911,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300978610,232630-1-2-109,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052510911300978610
43,55.115,0,310724,1012510903,101,WA002,3040A-3045A-3053A-3055A-9999A-9999E,WA007,300977297,,WA007310724WA0021013040A-3045A-3053A-3055A-9999A-9999E1012510903300977297
43,55.115,0,310726,1022510951,101,WA003,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,WA007,300978074,,WA007310726WA0031013002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E1022510951300978074
44,2199,1,310774,1002510803,102,WA001,9999A,WA001,300976230,,WA001310774WA0011029999A1002510803300976230
44,2202,1,310774,1002510803,102,WA001,9999A,WA001,300976247,,WA001310774WA0011029999A1002510803300976247
44,2203,1,310774,1002510803,102,WA001,9999A,WA001,300976248,,WA001310774WA0011029999A1002510803300976248
44,2208,1,310774,1002510803,102,WA001,9999A,WA001,300976249,,WA001310774WA0011029999A1002510803300976249
44,2200,1,310774,1002510803,102,WA001,9999A,WA001,300976305,,WA001310774WA0011029999A1002510803300976305
44,2200,1,310774,1002510803,102,WA001,9999A,WA001,300976307,,WA001310774WA0011029999A1002510803300976307
44,2202,1,310774,1002510803,102,WA001,9999A,WA001,300976308,,WA001310774WA0011029999A1002510803300976308
44,2201,1,310774,1002510804,102,WA001,9999A,WA001,300976339,,WA001310774WA0011029999A1002510804300976339
44,2202,1,310774,1002510804,102,WA001,9999A,WA001,300976341,,WA001310774WA0011029999A1002510804300976341
44,2200,1,310774,1002510804,102,WA001,9999A,WA001,300976364,,WA001310774WA0011029999A1002510804300976364
44,2200,1,310774,1002510804,102,WA001,9999A,WA001,300976367,,WA001310774WA0011029999A1002510804300976367
44,2200,1,310774,1002510804,102,WA001,9999A,WA001,300976369,,WA001310774WA0011029999A1002510804300976369
44,2204,1,310774,1002510804,102,WA001,9999A,WA001,300976378,,WA001310774WA0011029999A1002510804300976378
45,2755.75,1,310015,1052510715,101,ID002,3117A-9999A,TX001,300975331,233285-1-3-117,TX001310015ID0021013117A-9999A1052510715300975331
45,2755.75,1,310015,1052510715,101,ID002,3117A-9999A,TX001,300975332,233285-1-3-117,TX001310015ID0021013117A-9999A1052510715300975332
45,2755.75,1,310015,1052510715,101,ID002,3117A-9999A,TX001,300975333,233285-1-3-117,TX001310015ID0021013117A-9999A1052510715300975333
45,2755.75,1,310015,1052510715,101,ID002,3117A-9999A,TX001,300975334,233285-1-3-117,TX001310015ID0021013117A-9999A1052510715300975334
45,2755.75,1,310015,1052510715,101,ID002,3117A-9999A,TX001,300975355,233285-1-3-117,TX001310015ID0021013117A-9999A1052510715300975355
45,2755.75,1,310015,1052510715,101,ID002,3117A-9999A,TX001,300975356,233492-1-1-104,TX001310015ID0021013117A-9999A1052510715300975356
45,2755.75,1,310015,1052510715,101,ID002,3117A-9999A,TX001,300975358,233492-1-1-104,TX001310015ID0021013117A-9999A1052510715300975358
45,2755.75,1,310015,1052510715,101,ID002,3117A-9999A,TX001,300975359,233492-1-1-104,TX001310015ID0021013117A-9999A1052510715300975359
45,2755.75,1,310015,1052510716,101,ID002,3117A-9999A,TX001,300975391,233492-1-1-104,TX001310015ID0021013117A-9999A1052510716300975391
45,2755.75,1,310015,1052510716,101,ID002,3117A-9999A,TX001,300975392,233492-1-1-104,TX001310015ID0021013117A-9999A1052510716300975392
45,2755.75,1,310015,1052510716,101,ID002,3117A-9999A,TX001,300975393,233492-1-1-104,TX001310015ID0021013117A-9999A1052510716300975393
45,2755.75,1,310015,1052510716,101,ID002,3117A-9999A,TX001,300975394,233492-1-1-104,TX001310015ID0021013117A-9999A1052510716300975394
45,2755.75,1,310015,1052510716,101,ID002,3117A-9999A,TX001,300975451,233492-1-1-104,TX001310015ID0021013117A-9999A1052510716300975451
45,2755.75,1,310015,1052510716,102,ID002,9999A,TX001,300975453,233492-1-1-104,TX001310015ID0021029999A1052510716300975453
45,2755.75,1,310015,1052510716,102,ID002,9999A,TX001,300975454,233492-1-1-104,TX001310015ID0021029999A1052510716300975454
46,2755.75,1,310015,1052510607,101,ID002,3117A-9999A,TX001,300973649,233285-1-3-117,TX001310015ID0021013117A-9999A1052510607300973649
46,2755.75,1,310015,1052510607,101,ID002,3117A-9999A,TX001,300973650,233285-1-3-117,TX001310015ID0021013117A-9999A1052510607300973650
46,2755.75,1,310015,1052510607,101,ID002,3117A-9999A,TX001,300973651,233285-1-3-117,TX001310015ID0021013117A-9999A1052510607300973651
46,2755.75,1,310015,1052510607,101,ID002,3117A-9999A,TX001,300973652,233285-1-3-117,TX001310015ID0021013117A-9999A1052510607300973652
46,2755.75,1,310015,1052510607,101,ID002,3117A-9999A,TX001,300973653,233285-1-3-117,TX001310015ID0021013117A-9999A1052510607300973653
46,2755.75,1,310015,1052510607,101,ID002,3117A-9999A,TX001,300973654,233285-1-3-117,TX001310015ID0021013117A-9999A1052510607300973654
46,2755.75,1,310015,1052510607,101,ID002,3117A-9999A,TX001,300973655,233285-1-3-117,TX001310015ID0021013117A-9999A1052510607300973655
46,2755.75,1,310015,1052510607,101,ID002,3117A-9999A,TX001,300973656,233285-1-3-117,TX001310015ID0021013117A-9999A1052510607300973656
46,2755.75,1,310015,1052510608,101,ID002,3117A-9999A,TX001,300973682,233285-1-3-117,TX001310015ID0021013117A-9999A1052510608300973682
46,2755.75,1,310015,1052510608,101,ID002,3117A-9999A,TX001,300973683,233285-1-3-117,TX001310015ID0021013117A-9999A1052510608300973683
46,2755.75,1,310015,1052510608,101,ID002,3117A-9999A,TX001,300973684,233285-1-3-117,TX001310015ID0021013117A-9999A1052510608300973684
46,2755.75,1,310015,1052510608,101,ID002,3117A-9999A,TX001,300973685,233285-1-3-117,TX001310015ID0021013117A-9999A1052510608300973685
46,2755.75,1,310015,1052510608,101,ID002,3117A-9999A,TX001,300973836,233285-1-3-117,TX001310015ID0021013117A-9999A1052510608300973836
46,2755.75,1,310015,1052510608,101,ID002,3117A-9999A,TX001,300973838,233285-1-3-117,TX001310015ID0021013117A-9999A1052510608300973838
46,2755.75,1,310015,1052510608,101,ID002,3117A-9999A,TX001,300973840,233285-1-3-117,TX001310015ID0021013117A-9999A1052510608300973840
46,2755.75,1,310015,1052510608,101,ID002,3117A-9999A,TX001,300973841,233285-1-3-117,TX001310015ID0021013117A-9999A1052510608300973841
46,55.115,0,310724,1012510607,101,WA002,3040A-3043A-3045A-3053A-9999A-9999C-9999E,WA007,300973638,,WA007310724WA0021013040A-3043A-3045A-3053A-9999A-9999C-9999E1012510607300973638
46,55.115,0,310726,1022510657,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,300974473,,WA007310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022510657300974473
46,55.115,0,310726,1022510659,101,WA003,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,WA007,300974582,,WA007310726WA0031013005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E1022510659300974582
48,110.23,0,310724,1012510407,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,300971205,,WA007310724WA0021013040A-3043A-3045A-3053A-3055A-9999A-9999E1012510407300971205
49,55.115,0,310724,1012510305,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,300969534,,WA007310724WA0021013040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E1012510305300969534
49,2200,1,310774,1002510301,102,WA001,9999A,WA001,300969498,,WA001310774WA0011029999A1002510301300969498
49,2205,1,310774,1002510301,102,WA001,9999A,WA001,300969506,,WA001310774WA0011029999A1002510301300969506
49,2201,1,310774,1002510302,102,WA001,9999A,WA001,300969656,,WA001310774WA0011029999A1002510302300969656
51,55.115,0,310724,1012510101,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,300966314,,WA007310724WA0021013040A-3043A-3045A-3053A-3055A-9999A-9999E1012510101300966314
51,165.345,0,310724,1012510102,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,300966322,,WA007310724WA0021013040A-3043A-3045A-3053A-3055A-9999A-9999E1012510102300966322
51,2755.75,1,310726,1022510156,102,WA003,9999A,WA007,300966966,233433-1-1-101,WA007310726WA0031029999A1022510156300966966
51,2755.75,1,310726,1022510156,102,WA003,9999A,WA007,300966970,233433-1-1-101,WA007310726WA0031029999A1022510156300966970
51,2755.75,1,310726,1022510156,102,WA003,9999A,WA007,300966977,233433-1-1-101,WA007310726WA0031029999A1022510156300966977
51,2755.75,1,310726,1022510156,102,WA003,9999A,WA007,300966978,233433-1-1-101,WA007310726WA0031029999A1022510156300966978
51,2755.75,1,310726,1022510156,102,WA003,9999A,WA007,300966979,233433-1-1-101,WA007310726WA0031029999A1022510156300966979
51,2755.75,1,310726,1022510156,102,WA003,9999A,WA007,300967040,233433-1-1-101,WA007310726WA0031029999A1022510156300967040
51,2755.75,1,310726,1022510156,102,WA003,9999A,WA007,300967041,233433-1-1-101,WA007310726WA0031029999A1022510156300967041
51,2755.75,1,310726,1022510156,102,WA003,9999A,WA007,300967042,233433-1-1-101,WA007310726WA0031029999A1022510156300967042
52,2755.75,1,310015,1052510002,101,ID002,3117A-3123A-9999A-9999E,TX001,300964716,232630-1-2-109,TX001310015ID0021013117A-3123A-9999A-9999E1052510002300964716
52,2755.75,1,310015,1052510002,101,ID002,3117A-3123A-9999A-9999E,TX001,300964717,232630-1-2-109,TX001310015ID0021013117A-3123A-9999A-9999E1052510002300964717
52,2755.75,1,310015,1052510002,101,ID002,3117A-3123A-9999A-9999E,TX001,300964720,232630-1-2-109,TX001310015ID0021013117A-3123A-9999A-9999E1052510002300964720
52,2017,1,310086,1052510031,101,ID002,3139A-3140A-9999A,ID010,300965434,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052510031300965434
52,706,0,310086,1052510031,101,ID002,3139A-3140A-9999A,ID010,300965435,,ID010310086ID0021013139A-3140A-9999A1052510031300965435
52,2118,1,310768,1052510024,101,ID002,3200A-9999A,ID010,300966122,232513-1-5-113,ID010310768ID0021013200A-9999A1052510024300966122
52,2059,1,310768,1052510024,101,ID002,3200A-9999A,ID010,300966123,232513-1-5-113,ID010310768ID0021013200A-9999A1052510024300966123
52,2118,1,310768,1052510025,102,ID002,9999A,ID010,300966159,,ID010310768ID0021029999A1052510025300966159
