ORDER_NUMBER,Inventory History for Allocation.WHSE_CODE,ITEM,Inventory History for Allocation.PRODUCTION_PLANT,Inventory History for Allocation.QC_GRADE,Inventory History for Allocation.SPEC,Average of Inventory History for Allocation.AGE,SHIPPED_DATE
233258-1-1-103,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,25.00,2025-06-10 00:00:00
233258-1-1-103,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,25.00,2025-06-10 00:00:00
233258-1-1-103,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,26.00,2025-06-10 00:00:00
233352-1-1-101,WA001,310002,WA001,101,3405A-9999A,16.60,2025-06-10 00:00:00
233352-1-1-101,WA001,310002,WA001,102,9999A,14.97,2025-06-10 00:00:00
233364-1-1-102,WA001,310002,WA001,101,3405A-9999A,17.00,2025-06-10 00:00:00
233364-1-1-102,WA001,310002,WA001,102,9999A,18.22,2025-06-10 00:00:00
233433-1-1-101,WA007,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999C-9999CS,81.00,2025-06-10 00:00:00
233433-1-1-101,WA003,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999E,6.50,2025-06-10 00:00:00
233433-1-1-101,WA007,310726,WA003,102,9999A,58.29,2025-06-10 00:00:00
233444-1-2-104,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42.50,2025-06-10 00:00:00
233444-1-2-104,TX001,310015,ID002,101,3117A-9999A,41.00,2025-06-10 00:00:00
233444-1-2-104,TX001,310015,ID002,101,3132A,62.00,2025-06-10 00:00:00
233444-1-2-105,TX001,310015,ID002,101,3123A-3132A-9999A-9999E,62.00,2025-06-10 00:00:00
233444-1-2-105,TX001,310015,ID002,101,3132A,62.00,2025-06-10 00:00:00
233444-1-2-106,TX001,310015,ID002,101,3132A,62.00,2025-06-10 00:00:00
233583-1-1-102,WA001,310018,WA001,102,9999A,80.00,2025-06-10 00:00:00
EDI142427,WA018,310015,WA002,101,3117A-3123A-9999A-9999E,90.00,2025-06-10 00:00:00
232128-1-7-126,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,35.00,2025-06-09 00:00:00
232128-1-7-126,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,36.00,2025-06-09 00:00:00
232128-1-7-126,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-9999A-9999C-9999CS-9999E,36.00,2025-06-09 00:00:00
232128-1-7-126,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3035A-9999A-9999C-9999CS-9999E,36.00,2025-06-09 00:00:00
232128-1-7-127,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,35.00,2025-06-09 00:00:00
232128-1-7-127,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,34.00,2025-06-09 00:00:00
232128-1-7-127,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,34.00,2025-06-09 00:00:00
232128-1-7-127,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,35.00,2025-06-09 00:00:00
232128-1-7-128,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,32.56,2025-06-09 00:00:00
232128-1-7-128,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,34.00,2025-06-09 00:00:00
232128-1-7-128,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,32.00,2025-06-09 00:00:00
232128-1-7-128,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,33.00,2025-06-09 00:00:00
232128-1-7-128,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,33.00,2025-06-09 00:00:00
232130-1-8-120,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,29.00,2025-06-09 00:00:00
232130-1-8-120,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,28.00,2025-06-09 00:00:00
232130-1-8-120,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,28.00,2025-06-09 00:00:00
232483-1-3-111,WA001,310774,WA001,102,9999A,37.21,2025-06-09 00:00:00
232483-1-4-113,WA001,310774,WA001,102,9999A,41.63,2025-06-09 00:00:00
232487-1-2-109,WA001,310002,WA001,102,9999A,17.00,2025-06-09 00:00:00
232487-1-2-110,WA001,310002,WA001,101,3405A-9999A,17.00,2025-06-09 00:00:00
232487-1-2-110,WA001,310002,WA001,102,9999A,7.38,2025-06-09 00:00:00
232663-1-1-101,WA007,310726,WA002,101,3015A-3035A-9999A-9999C-9999E,19.00,2025-06-09 00:00:00
232663-1-1-101,WA007,310726,WA002,101,3035A-9999A-9999C-9999CS-9999E,16.50,2025-06-09 00:00:00
232663-1-1-101,WA007,310726,WA002,101,3035A-9999A-9999C-9999E,17.45,2025-06-09 00:00:00
232663-1-1-101,WA007,310726,WA002,101,3035A-9999A-9999E,16.93,2025-06-09 00:00:00
232807-1-2-158,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,76.50,2025-06-09 00:00:00
232807-1-2-159,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,76.50,2025-06-09 00:00:00
233511-1-1-103,ID010,310086,ID002,101,3139A-3140A-9999A,53.05,2025-06-09 00:00:00
EDI142045,WA018,310018,WA001,102,9999A,84.50,2025-06-09 00:00:00
EDI142160,WA018,310015,WA002,101,3117A-3123A-9999A-9999E,90.00,2025-06-09 00:00:00
EDI142214,WA018,310018,WA001,102,9999A,84.50,2025-06-09 00:00:00
MIT112605,WA018,310015,WA002,101,3117A-3123A-9999A-9999E,90.00,2025-06-09 00:00:00
EDI142222,WA018,310015,WA002,101,3117A-3123A-9999A-9999E,90.00,2025-06-08 00:00:00
232128-1-7-126,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3033A-3035A-9999A-9999C-9999CS-9999E,36.00,2025-06-07 00:00:00
232128-1-7-126,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3035A-9999A-9999C-9999CS-9999E,36.00,2025-06-07 00:00:00
232128-1-7-127,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,35.00,2025-06-07 00:00:00
232128-1-7-127,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,35.00,2025-06-07 00:00:00
232128-1-7-128,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,33.00,2025-06-07 00:00:00
232128-1-7-128,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,33.00,2025-06-07 00:00:00
232128-1-7-128,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,33.00,2025-06-07 00:00:00
232130-1-8-120,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,26.00,2025-06-07 00:00:00
232130-1-8-120,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,28.00,2025-06-07 00:00:00
232130-1-8-120,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-9999A-9999C-9999CS-9999E,28.00,2025-06-07 00:00:00
232663-1-1-102,WA007,310726,WA002,101,3035A-9999A-9999E,17.00,2025-06-07 00:00:00
233204-1-1-101,WA007,310726,WA002,101,9999A-9999C-9999E,20.00,2025-06-07 00:00:00
233204-1-1-101,WA002,310726,WA002,101,9999A-9999E,8.00,2025-06-07 00:00:00
233204-1-1-101,WA007,310726,WA002,101,9999A-9999E,20.00,2025-06-07 00:00:00
233223-1-1-103,WA002,310726,WA002,101,9999A-9999E,8.50,2025-06-07 00:00:00
233223-1-1-103,WA007,310726,WA002,101,9999A-9999E,20.35,2025-06-07 00:00:00
232128-1-7-126,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,36.00,2025-06-06 00:00:00
232128-1-7-126,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-9999A-9999C-9999CS-9999E,36.00,2025-06-06 00:00:00
232483-1-4-112,WA001,310774,WA001,102,9999A,23.00,2025-06-06 00:00:00
232701-1-6-121,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8.00,2025-06-06 00:00:00
232807-1-2-136,MEX002,310015,ID002,101,3117A-9999A,74.00,2025-06-06 00:00:00
232807-1-2-137,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,74.00,2025-06-06 00:00:00
232807-1-2-137,MEX002,310015,ID002,101,3117A-9999A,74.00,2025-06-06 00:00:00
232807-1-2-138,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,74.00,2025-06-06 00:00:00
232807-1-2-138,MEX002,310015,ID002,101,3117A-9999A,74.00,2025-06-06 00:00:00
232807-1-2-157,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,76.50,2025-06-06 00:00:00
233175-1-1-101,WA001,310018,WA001,102,9999A,63.00,2025-06-06 00:00:00
233175-1-1-102,WA001,310018,WA001,102,9999A,37.00,2025-06-06 00:00:00
233204-1-1-101,WA007,310726,WA002,101,9999A-9999C-9999E,20.00,2025-06-06 00:00:00
233204-1-1-101,WA007,310726,WA002,101,9999A-9999E,20.00,2025-06-06 00:00:00
233205-1-1-102,WA002,310726,WA002,101,3015A-9999A-9999E,9.00,2025-06-06 00:00:00
233205-1-1-102,WA007,310726,WA002,101,3015A-9999A-9999E,22.00,2025-06-06 00:00:00
233205-1-1-102,WA002,310726,WA002,101,9999A-9999E,9.00,2025-06-06 00:00:00
233205-1-1-102,WA007,310726,WA002,101,9999A-9999E,22.00,2025-06-06 00:00:00
233219-1-1-101,WA001,310015,WA001,101,9999A-9999E,10.00,2025-06-06 00:00:00
233223-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,22.00,2025-06-06 00:00:00
233223-1-1-103,WA007,310726,WA002,101,3015A-9999A-9999E,22.00,2025-06-06 00:00:00
233223-1-1-103,WA007,310726,WA002,101,9999A-9999C-9999E,21.00,2025-06-06 00:00:00
233223-1-1-103,WA002,310726,WA002,101,9999A-9999E,9.00,2025-06-06 00:00:00
233223-1-1-103,WA007,310726,WA002,101,9999A-9999E,21.00,2025-06-06 00:00:00
233232-1-1-101,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,29.00,2025-06-06 00:00:00
233232-1-1-101,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999E,29.00,2025-06-06 00:00:00
233232-1-1-101,WA007,310724,WA002,101,3040A-3045A-3053A-9999A-9999E,29.87,2025-06-06 00:00:00
233244-1-1-101,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,37.00,2025-06-06 00:00:00
233244-1-1-101,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,37.00,2025-06-06 00:00:00
233244-1-1-101,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3033A-3035A-9999A-9999C-9999CS-9999E,36.00,2025-06-06 00:00:00
233244-1-1-101,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,41.00,2025-06-06 00:00:00
233263-1-1-101,WA007,310726,WA003,101,3002A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,16.00,2025-06-06 00:00:00
233263-1-1-101,WA007,310726,WA003,101,3002A-3025S-9999A-9999C-9999CS-9999E,21.00,2025-06-06 00:00:00
233263-1-1-101,WA007,310726,WA003,101,3002A-3025S-9999A-9999E,21.00,2025-06-06 00:00:00
233263-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,17.00,2025-06-06 00:00:00
233263-1-1-101,WA007,310726,WA003,101,3025S-3033A-9999A-9999C-9999CS-9999E,17.00,2025-06-06 00:00:00
233263-1-1-101,WA007,310726,WA003,101,3025S-3033A-9999A-9999E,20.00,2025-06-06 00:00:00
233263-1-1-101,WA007,310726,WA003,101,3025S-9999A-9999C-9999CS-9999E,21.00,2025-06-06 00:00:00
233285-1-3-118,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,39.76,2025-06-06 00:00:00
233463-1-1-101,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,7.00,2025-06-06 00:00:00
233479-1-2-101,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11.50,2025-06-06 00:00:00
233479-1-2-101,ID010,310015,ID002,101,3117A-3123A-9999A-9999E,13.00,2025-06-06 00:00:00
233479-1-2-101,ID010,310086,ID002,101,3139A-3140A-9999A,39.00,2025-06-06 00:00:00
233479-1-2-101,ID010,310086,ID002,102,9999A,96.00,2025-06-06 00:00:00
233486-1-1-109,TX001,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,39.00,2025-06-06 00:00:00
233486-1-1-109,TX001,310015,ID002,101,3117A-3123A-9999A,97.00,2025-06-06 00:00:00
233486-1-1-109,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57.00,2025-06-06 00:00:00
233486-1-1-109,TX001,310015,ID002,101,3123A-3132A-9999A-9999E,39.00,2025-06-06 00:00:00
233486-1-1-110,TX001,310015,ID002,101,3123A-3123A-3132A-9999A-3132A-9999A-9999E,39.00,2025-06-06 00:00:00
233486-1-1-110,TX001,310015,ID002,101,3123A-3132A-9999A-9999E,39.00,2025-06-06 00:00:00
233486-1-1-110,TX001,310015,ID002,101,3123A-9999A-3132A-9999A-9999E,39.00,2025-06-06 00:00:00
233486-1-1-110,TX001,310015,ID002,101,3132A,38.00,2025-06-06 00:00:00
233498-1-1-101,TX001,310015,ID002,101,3132A,36.00,2025-06-06 00:00:00
233511-1-1-102,ID010,310086,ID002,101,3139A-3140A-9999A,53.00,2025-06-06 00:00:00
10015690,WA017,310015,WA002,101,3117A-3123A-9999A-9999E,58.00,2025-06-05 00:00:00
10015710,WA017,310015,WA002,101,3117A-3123A-9999A-9999E,57.07,2025-06-05 00:00:00
232807-1-2-134,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,80.81,2025-06-05 00:00:00
232807-1-2-135,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,76.88,2025-06-05 00:00:00
233232-1-1-101,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,29.97,2025-06-05 00:00:00
233232-1-1-101,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999C-9999E,30.00,2025-06-05 00:00:00
233232-1-1-101,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999E,30.33,2025-06-05 00:00:00
233232-1-1-101,WA007,310724,WA002,101,3040A-3045A-3053A-9999A-9999E,29.00,2025-06-05 00:00:00
233244-1-1-101,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,40.00,2025-06-05 00:00:00
233244-1-1-101,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-9999A-9999C-9999CS-9999E,40.00,2025-06-05 00:00:00
233244-1-1-101,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,40.63,2025-06-05 00:00:00
233244-1-1-101,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,40.00,2025-06-05 00:00:00
233258-1-1-104,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,31.00,2025-06-05 00:00:00
233262-1-1-104,WA007,310726,WA003,101,"",11.50,2025-06-05 00:00:00
233262-1-1-104,WA007,310726,WA003,101,3002A-3007S-3015A-3025S-9999A-9999C-9999CS-9999E,12.00,2025-06-05 00:00:00
233262-1-1-104,WA003,310726,WA003,101,3002A-3007S-3025S-9999A-9999E,8.50,2025-06-05 00:00:00
233262-1-1-104,WA007,310726,WA003,101,3002A-3025S-3033A-9999A-9999C-9999CS-9999E,12.00,2025-06-05 00:00:00
233262-1-1-104,WA007,310726,WA003,101,3002A-3025S-9999A-9999C-9999CS-9999E,12.00,2025-06-05 00:00:00
233262-1-1-104,WA007,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,11.00,2025-06-05 00:00:00
233262-1-1-104,WA003,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999E,7.50,2025-06-05 00:00:00
233262-1-1-104,WA007,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999E,13.00,2025-06-05 00:00:00
233262-1-1-104,WA003,310726,WA003,101,3007S-3025S-9999A-9999E,8.50,2025-06-05 00:00:00
233262-1-1-104,WA007,310726,WA003,101,3025S-3033A-9999A-9999C-9999CS-9999E,13.00,2025-06-05 00:00:00
233262-1-1-104,WA007,310726,WA003,101,3025S-9999A-9999E,11.00,2025-06-05 00:00:00
233263-1-1-101,WA007,310726,WA003,101,3002A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,16.00,2025-06-05 00:00:00
233263-1-1-101,WA007,310726,WA003,101,3015A-3025S-3033A-3035A-9999A-9999E,16.00,2025-06-05 00:00:00
233263-1-1-101,WA007,310726,WA003,101,3015A-9999A-9999C-9999CS-9999E,16.00,2025-06-05 00:00:00
233263-1-1-101,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,15.00,2025-06-05 00:00:00
233322-1-2-103,WA001,310002,WA001,101,3405A-9999A,27.00,2025-06-05 00:00:00
233322-1-2-103,WA001,310002,WA001,101,3405A-9999A-9999E,27.00,2025-06-05 00:00:00
233322-1-2-103,WA001,310002,WA001,102,9999A,20.27,2025-06-05 00:00:00
233450-1-1-128,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,7.00,2025-06-05 00:00:00
233450-1-1-139,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,7.00,2025-06-05 00:00:00
233450-1-1-140,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,7.00,2025-06-05 00:00:00
233486-1-1-104,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57.16,2025-06-05 00:00:00
233486-1-1-105,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57.08,2025-06-05 00:00:00
233486-1-1-105,TX001,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,57.25,2025-06-05 00:00:00
233486-1-1-105,TX001,310015,ID002,101,3132A,36.00,2025-06-05 00:00:00
233486-1-1-107,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,35.00,2025-06-05 00:00:00
233486-1-1-108,TX001,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,35.00,2025-06-05 00:00:00
233486-1-1-108,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,35.00,2025-06-05 00:00:00
233492-1-1-107,TX001,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,38.00,2025-06-05 00:00:00
233492-1-1-107,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,63.33,2025-06-05 00:00:00
